BUDGET,POPULARITY,REVENUE,RUNTIME,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
60000000,27.566,165333180,92.0,5.5,2173,2002,4,91866000,253141631,6
3500000,19.215,4100000,99.0,7.1,2049,2016,11,4001550,4687530,7
25000000,16.695,30700000,87.0,5.6,320,2008,9,32682499,40134110,6
120000000,15.949,169956806,78.0,5.7,1669,2002,7,183732000,260220865,6
60720000,18.706,553810228,93.0,6.3,176,2016,8,69421176,633171233,6
57000000,24.196,152944660,144.0,7.4,3736,1997,10,98530200,264380139,7
35000000,20.695,182968902,132.0,6.5,2627,1998,12,59118500,309052772,6
30000000,20.452,100491683,79.0,5.9,367,1998,11,50673000,169740501,6
13000000,21.452,96060858,113.0,7.5,4997,2004,1,19158100,141564886,8
70000000,19.451,195735876,115.0,5.8,1944,2007,5,94122000,263186458,6
25000000,16.95,64437847,98.0,6.8,717,2001,6,39360000,101450946,7
10000000,27.436,225933435,127.0,8.1,7831,1997,5,17286000,390548535,8
30000000,14.19,13414416,106.0,6.1,312,2002,9,45933000,20538812,6
22000000,16.445,34061097,106.0,6.1,236,2013,7,25966599,40202312,6
75000000,18.59,142400065,129.0,6.1,2033,2005,10,107640000,204372573,6
30000000,14.942,25480490,105.0,5.9,569,1997,8,51858000,44045575,6
33000000,23.194,20645327,108.0,6.5,1552,2009,8,41543700,25990402,6
50000000,26.295,41037742,95.0,6.7,3445,2012,7,60235000,49438167,7
10000000,21.199,78096553,88.0,5.3,954,2015,10,11456000,89467411,5
70000000,19.643,223241637,104.0,6.6,4525,2008,9,91511000,291843792,7
50000000,17.389,38502340,84.0,6.0,905,2011,9,62139999,47850708,6
7500000,18.686,231411584,96.0,7.0,5214,2007,5,10084500,311156015,7
35000000,22.6,47756590,130.0,7.3,2280,2017,12,39515000,53917190,7
65000000,24.437,211780824,95.0,6.3,3830,2010,4,82108000,267521536,6
6000000,14.886,17555141,141.0,7.3,669,2010,9,7579200,22175654,7
55000000,18.884,127906624,104.0,6.5,1059,2008,4,71901500,167212329,6
150000000,19.284,356613439,138.0,6.7,4886,2009,5,188835000,448940658,7
900000,13.941,9097072,90.0,4.8,201,2016,1,1028970,10400682,5
40000000,20.681,244931766,135.0,7.1,4425,2003,7,60284000,369136664,7
60000000,14.933,62357900,97.0,4.9,1243,2009,6,75534000,78502360,5
15000000,14.626,151831537,92.0,6.0,1128,2013,10,17704500,179206763,6
42000000,17.446,40462793,90.0,4.4,455,2018,12,46431000,44731617,4
5000000,17.173,8493728,83.0,4.2,643,2012,11,6023500,10232394,4
44500000,18.828,232324128,120.0,7.3,6087,2012,11,53609150,279880877,7
25000000,27.276,132963417,104.0,6.6,2861,2007,6,33615000,178782610,7
55000000,18.922,214015089,123.0,6.3,715,1994,10,103235000,401706322,6
65000000,20.833,143695338,103.0,6.3,1631,2016,10,74314500,164286879,6
60000000,19.324,78309131,87.0,5.7,1524,2011,5,74568000,97322588,6
60000000,23.652,76073488,132.0,7.1,2200,2018,12,66329999,84099240,7
30000000,20.327,14793385,121.0,7.1,1844,2017,1,33870000,16701731,7
75000000,26.526,220021259,121.0,6.0,4728,2016,10,85747500,251550305,6
160000000,18.366,181674817,99.0,5.8,1384,2006,10,222112000,252200980,6
35000000,18.628,43203413,119.0,5.1,1570,2017,12,39515000,48776653,5
8000000,12.162,6739141,95.0,6.0,388,1992,9,15928800,13418303,6
5000000,16.817,55736588,117.0,7.9,6143,2013,11,5901499,65785894,8
200000000,21.366,491868548,130.0,5.9,5437,2013,7,236059999,580552447,6
30000000,27.17,59284015,140.0,7.1,2454,2017,1,33870000,66931652,7
19000000,17.463,29922472,100.0,6.9,1393,2010,8,24000800,37798066,7
80000000,19.907,91188905,113.0,5.3,874,1999,7,133064000,151674505,5
75000000,23.357,180557550,126.0,6.8,3201,2006,11,104115000,250649990,7
25000000,20.157,229736344,90.0,6.3,1913,2007,3,33615000,308903488,6
40000000,27.107,51070807,93.0,6.4,2148,2011,1,49711999,63470798,6
14000000,14.408,85446075,92.0,6.0,1113,2012,8,16865800,102936886,6
50000000,15.903,202292902,115.0,7.3,2247,1998,12,84455000,341692940,7
185000000,170.036,491570967,118.0,7.3,3709,2019,10,199652000,530503387,7
175000000,173.184,1073394593,100.0,7.6,6125,2019,6,188860000,1158407444,8
185000000,186.93,261119292,128.0,6.5,2866,2019,10,199652000,281799939,6
80000000,146.042,155152550,86.0,7.0,1809,2019,5,86336000,167440631,7
65000000,137.549,131359052,96.0,7.1,864,2019,2,70148000,141762688,7
80000000,119.947,40882928,95.0,6.4,1621,2020,8,84800000,43335903,6
170000000,117.544,404852543,122.0,7.1,5779,2019,1,183464000,436916864,7
110000000,79.78,252608480,115.0,6.0,2911,2019,12,118712000,272615071,6
220000000,87.14,1519557910,143.0,7.7,23276,2012,4,265034000,1830611414,8
75000000,86.423,634151679,108.0,7.0,5580,2016,11,85747500,725025614,7
150000000,80.358,938212738,138.0,7.7,13654,2007,6,201690000,1261520847,8
15000000,49.432,27500000,97.0,5.4,1390,2006,7,20823000,38175500,5
100000000,42.749,86493046,116.0,5.9,2040,2018,11,110550000,95618062,6
380000000,55.078,1045713802,136.0,6.5,10302,2011,5,472263999,1299613113,6
10,51.917,4,99.0,7.1,51,2019,9,10,4,7
80000000,47.768,122563539,83.0,7.7,3063,2002,5,122487999,187657034,8
39200000,27.052,86758912,127.0,6.9,6616,2013,1,46267759,102401543,7
37000000,16.156,26250020,105.0,5.4,1508,2015,5,42387200,30072022,5
15000000,18.406,61788393,98.0,6.0,1308,2015,11,17184000,70784783,6
18000000,17.399,62646763,94.0,6.3,840,2003,11,27127800,94414936,6
4000000,12.875,22384741,102.0,6.6,445,2019,1,4316800,24157612,7
140000000,24.594,449220945,183.0,6.9,4393,2001,5,220416000,707253455,7
5000000,18.649,43884652,101.0,7.5,2313,2014,5,5816000,51046627,8
60000000,15.893,105178561,104.0,6.3,1120,2001,6,94464000,165593126,6
25000000,15.394,17772506,107.0,5.8,420,2008,4,32682499,23233997,6
10000000,22.792,83557872,103.0,7.8,6054,2000,1,16277000,136007148,8
15000000,18.637,30524763,91.0,5.8,275,1992,10,29866500,60777855,6
30000000,13.889,2527904,129.0,6.7,640,2011,9,37284000,3141679,7
22000000,17.637,22400154,83.0,4.8,553,2005,12,31574400,32148701,5
20000000,16.297,14710975,149.0,6.6,1757,2014,12,23264000,17111806,7
61000000,18.039,441809770,158.0,7.4,3986,2012,12,73486700,532248229,7
100000000,26.135,235926552,146.0,7.0,4338,2001,6,157440000,371442763,7
25000000,23.135,281929795,97.0,6.7,3471,2001,4,39360000,443870269,7
40000000,22.635,92913171,96.0,6.6,2469,2004,12,58948000,136926140,7
18000000,13.882,50083616,115.0,7.3,761,1994,12,33786000,94006947,7
31000000,22.387,161772375,138.0,6.7,4281,2012,2,37345700,194887180,7
30000000,20.031,51132598,83.0,6.5,1274,1994,3,56310000,95975886,6
100000000,24.636,93920758,122.0,6.7,2815,2015,11,114560000,107595620,7
55000000,17.776,70692101,122.0,6.9,1456,1998,9,92900500,119406027,7
28000000,16.38,68896829,90.0,5.9,1128,2014,4,32569600,80140791,6
40000000,17.782,111811453,100.0,6.0,1913,2015,3,45824000,128091200,6
100000000,24.373,82102379,104.0,4.5,2326,2004,7,147370000,120994275,4
20000000,19.873,29170410,90.0,5.7,186,2004,8,29474000,42988433,6
40000000,16.371,46546197,84.0,5.0,336,2004,1,58948000,68595130,5
6000000,17.374,32438988,90.0,4.5,1615,2013,1,7081799,38287737,4
60000000,21.375,108255770,97.0,6.6,1228,2014,10,69792000,125923111,7
20000000,17.869,117224271,94.0,6.5,899,2010,10,25264000,148077699,6
20000000,12.823,98690254,129.0,7.8,6092,2015,6,22912000,113059554,8
75000000,20.066,226904017,110.0,5.9,1787,2011,10,93210000,281996312,6
12850990,21.865,3984669,91.0,6.8,1032,2008,12,16800099,5209157,7
17000000,21.472,119100758,86.0,6.3,3816,2016,6,19436100,136167896,6
45000000,17.771,173185859,112.0,6.4,4339,2016,5,51448500,198003392,6
25000000,18.559,25965144,113.0,7.4,910,1990,2,54690000,56801349,7
3500000,17.558,28215918,91.0,7.1,1074,1995,4,6402200,51612557,7
82000000,25.412,89792502,110.0,6.1,3335,2011,3,101909599,111594121,6
30000000,17.959,130786397,113.0,6.6,2640,2011,2,37284000,162541334,7
22500000,25.065,29252978,116.0,7.4,5488,2016,4,25724250,33444929,7
32000000,22.008,83615414,107.0,5.6,843,2011,2,39769600,103917236,6
7000000,16.906,36433975,89.0,4.5,362,2014,8,8142400,42379999,4
36000000,19.952,86157237,105.0,5.6,1364,2011,2,44740800,107076214,6
35000000,19.799,86369815,100.0,6.2,1585,2005,7,50232000,123957958,6
15000000,15.85,32721635,110.0,6.4,1051,2009,3,18883500,41193266,6
55000000,16.102,9489829,92.0,5.4,816,2013,1,64916499,11200845,5
35000000,21.597,113374103,108.0,5.8,964,1995,7,64022000,207383909,6
40000000,26.562,158733820,124.0,7.4,5714,2005,1,57408000,227814778,7
8000000,24.049,74952305,93.0,6.8,5180,2010,9,10105600,94679751,7
25000000,22.096,20796847,93.0,6.5,1629,2004,2,36842500,30648313,6
75000000,15.993,114660784,138.0,7.0,1264,2002,1,114832500,175557126,7
10000000,19.355,61621140,96.0,7.2,3134,2017,5,11290000,69570267,7
85000000,19.593,194168700,136.0,7.0,3310,2006,8,117997000,269544989,7
25000000,19.496,71009334,117.0,5.2,1293,2013,10,29507499,83812316,5
37000000,18.044,96047633,114.0,6.0,1356,2011,1,45983600,119367998,6
50000000,22.991,119137784,124.0,6.5,859,2002,10,76555000,182411861,6
95000000,20.838,250288523,136.0,6.5,2788,1998,7,160464500,422762344,6
5500000,16.106,38830219,92.0,5.8,133,2018,10,6080250,42926807,6
73000000,16.586,151493655,118.0,6.7,2166,1999,4,121420900,251979396,7
15000000,13.645,77947607,120.0,7.0,548,2016,7,17149500,89117499,7
88000000,24.337,105316267,118.0,5.7,1926,2005,8,126297600,151149906,6
30000000,19.783,200512643,134.0,7.4,1991,1990,2,65628000,438641457,7
160000000,15.034,61698899,102.0,6.6,1146,1999,8,266128000,102623778,7
27000000,23.534,115505027,104.0,6.8,2207,2004,1,39789900,170219758,7
155000000,26.426,167298192,175.0,5.9,2311,2004,11,228423500,246547345,6
42000000,11.832,63781810,115.0,6.2,444,2002,5,64306199,97656329,6
63000000,21.29,920100000,127.0,7.9,11284,1993,11,121753800,1778185260,8
4000000,21.23,16491080,94.0,8.0,6879,1996,2,7117200,29342578,8
22000000,23.728,505000000,127.0,7.2,3753,1990,12,48127200,1104738000,7
13500000,13.986,40075446,90.0,5.6,195,2016,4,15434550,45818257,6
5000000,14.587,10166820,89.0,6.1,938,2016,3,5716500,11623725,6
56000000,18.072,57223890,86.0,6.2,955,2004,2,82527200,84330846,6
40000000,20.072,103071443,112.0,6.4,679,2007,12,53784000,138589862,6
50000000,18.52,104478416,109.0,6.7,2809,2005,4,71760000,149947422,7
43000000,17.07,56681566,97.0,4.9,1552,2005,1,61713600,81349383,5
4000000,19.841,64978931,126.0,8.2,843,2018,6,4422000,71834208,8
50000000,21.266,41482207,106.0,6.4,1603,1990,6,109380000,90746476,6
48000000,17.766,197079546,111.0,6.7,3213,2002,3,73492800,301748492,7
20000005,16.817,50710400,141.0,6.8,278,2006,10,27764006,70396177,7
35000000,26.26,321731527,118.0,6.6,1791,1992,5,69688500,640599643,7
3500000,15.168,7339398,96.0,6.8,95,2012,11,4216450,8841772,7
270000000,21.265,391081192,154.0,5.6,2903,2006,6,374814000,542898910,6
45000000,19.061,170362582,110.0,5.7,773,1994,7,84465000,319770566,6
26000000,23.061,110230332,97.0,6.3,2580,2003,5,39184600,166128133,6
90000000,16.811,69131860,92.0,5.4,813,1998,11,152019000,116770624,5
45000000,18.812,19652185,104.0,5.9,890,2009,9,56650499,24740135,6
50000000,19.312,219788712,91.0,5.8,1122,2013,9,59014999,259416616,6
22000000,16.506,26570463,105.0,5.7,388,1997,5,38029200,45929702,6
50000000,14.055,44434439,110.0,5.8,1004,2005,9,71760000,63772306,6
36000000,23.699,33459416,98.0,7.1,2822,1996,2,64054800,59534338,7
80000000,17.048,15071514,99.0,5.9,901,2007,8,107568000,20265157,6
6500000,17.545,57504069,112.0,7.5,989,1991,12,13492050,119361196,8
23000000,21.748,150816700,98.0,6.7,1716,2008,2,30067899,197162671,7
1500000,14.056,779820,102.0,5.3,503,2016,9,1714950,891568,5
475000,17.045,3919254,110.0,6.9,761,2006,3,659395,5440708,7
12000000,17.545,56309766,98.0,5.7,650,2008,1,15687599,73613757,6
25000000,24.995,216639112,146.0,8.2,5117,2011,9,31069999,269239088,8
68000000,15.046,68267862,98.0,5.5,1628,2012,7,81919600,82242293,6
52000000,18.992,116112375,179.0,8.0,3484,1995,11,95118400,212392756,8
79000000,16.542,173013509,154.0,6.9,1169,2003,12,119060900,260748659,7
116000000,19.541,178127760,108.0,6.0,1105,1997,7,200517600,307911645,6
8000000,15.792,26049082,94.0,6.1,2064,2014,1,9305600,30300292,6
60000000,16.437,129832389,89.0,5.8,1588,1996,11,106758000,231010769,6
75000000,20.788,341432090,110.0,6.5,5094,2008,6,98047500,446354171,6
24000000,13.806,17506878,124.0,6.7,501,2018,8,26532000,19353853,7
10000000,18.036,66984887,92.0,4.9,1040,2010,11,12632000,84615309,5
20000000,21.745,45056771,101.0,5.7,1479,2017,6,22580000,50869094,6
100000000,16.281,242295562,115.0,6.0,1155,1996,6,177930000,431116493,6
45000000,21.178,212000000,111.0,6.5,2631,2000,12,73246500,345072400,6
33000000,19.786,77068246,98.0,6.1,1917,2016,6,37728900,88112125,6
30000000,15.529,68369434,104.0,5.6,966,2008,7,39219000,89379361,6
25000000,20.279,99357138,101.0,7.0,2627,2012,4,30117500,119695544,7
60000000,18.278,135511030,105.0,6.1,2074,2014,1,69792000,157626430,6
19000000,16.286,45158254,111.0,5.7,1682,2017,9,21451000,50983668,6
32000000,24.938,94539426,111.0,6.4,1559,2018,4,35376000,104513335,6
40000000,16.471,178866158,129.0,6.5,2609,2009,6,50356000,225174606,6
50000000,22.679,174503458,116.0,7.0,3331,2017,1,56450000,197014404,7
58000000,22.319,71664962,111.0,6.7,4925,2010,10,73265600,90527179,7
6000000,22.716,27165581,108.0,7.0,477,2005,11,8611200,38988041,7
80000000,25.792,214104620,140.0,6.6,2992,2009,1,100712000,269536306,7
56000000,15.767,19701164,109.0,5.9,1003,2013,1,66096799,23253283,6
55000000,17.962,149022650,104.0,6.7,1590,1992,7,109510500,296718998,7
39000000,20.712,38869464,119.0,7.4,2398,2005,3,55972800,55785454,7
8000000,20.759,17092453,100.0,5.2,288,1992,8,15928800,34032783,5
7000000,23.41,60611975,98.0,7.9,5094,1996,8,12455100,107846887,8
31000000,22.01,177394432,99.0,7.5,1413,2002,7,47464100,271608614,8
21000000,14.759,41170784,123.0,7.8,1216,2007,5,28236600,55358236,8
4000000,17.557,2514679,130.0,6.4,170,2019,10,4316800,2713841,6
42000000,23.008,178311729,90.0,6.0,1989,2004,1,61895400,262777995,6
60000000,17.712,30800231,118.0,6.3,1002,2014,2,69792000,35826828,6
15000000,20.007,66000000,92.0,5.5,394,1995,6,27438000,120727200,6
4798235,16.359,209696,107.0,6.4,990,2011,8,5963246,260610,6
25000000,16.364,24121245,115.0,7.1,3119,2016,9,28582500,27577819,7
15000000,16.955,51053787,82.0,6.1,1211,2005,12,21528000,73272395,6
27000000,11.009,44352417,117.0,6.3,618,2008,6,35297100,57981914,6
15000000,13.254,722932,108.0,7.0,252,2001,5,23616000,1138184,7
26000000,15.753,28818995,100.0,5.5,434,2004,12,38316200,42470552,6
17000000,13.001,55534455,94.0,6.2,926,2003,2,25620700,83695977,6
30000000,25.452,216763646,132.0,7.9,6384,2004,12,44211000,319444585,8
40000000,24.15,160583018,88.0,6.2,2301,2003,3,60284000,242014666,6
16500000,18.201,87892388,110.0,7.3,3441,2006,8,22905300,122012213,7
1000000,18.703,62882090,82.0,5.5,2438,2015,4,1145600,72037722,6
50000000,23.146,152000000,116.0,7.1,4128,2007,1,67230000,204379200,7
1100000,22.194,4105187,101.0,7.4,2127,2011,11,1367080,5101926,7
78000000,20.59,179265204,110.0,5.9,2747,2003,11,117553800,270170588,6
80000000,12.19,90874570,74.0,7.0,831,1999,12,133064000,151151672,7
23000000,17.461,34934009,133.0,8.3,1323,2018,10,25426500,38619546,8
35000000,21.989,72436439,110.0,6.2,1189,2008,8,45755500,94696156,6
70000000,19.91,277448382,124.0,5.9,2969,2002,9,107177000,424801217,6
40000000,18.239,124827316,102.0,6.2,1169,2016,1,45732000,142715070,6
25000000,11.981,34942188,81.0,5.5,621,2011,9,31069999,43426151,6
52000000,16.729,52826594,92.0,6.2,1338,2010,4,65686400,66730553,6
5773100,16.479,18144030,98.0,6.3,285,2010,5,7292579,22919538,6
22000000,18.474,10696210,104.0,4.7,731,1993,4,42517200,20671495,5
75000000,15.975,183031272,127.0,6.8,974,1994,5,140775000,343549697,7
75000000,18.479,132274484,110.0,5.8,1922,2011,8,93210000,164390728,6
75000000,18.696,395044706,113.0,7.2,2407,2018,9,82912500,436721922,7
11000000,20.486,29355203,103.0,6.5,1365,2015,6,12601600,33629320,6
50000000,20.176,55181129,88.0,5.7,928,2006,7,69410000,76602443,6
36000000,17.925,12532777,106.0,7.5,4190,1997,7,62229600,21664158,8
52000000,22.177,609841637,108.0,6.9,4689,2008,2,67979600,797245972,7
12500000,18.223,12281551,120.0,7.6,1669,1993,9,24157500,23735325,8
6000000,16.675,44703995,109.0,7.5,2369,2008,7,7843799,58441532,8
12000000,21.424,42931041,88.0,6.6,2422,2006,8,16658400,59596871,7
90000000,18.316,199850315,106.0,6.0,3863,2013,7,106226999,235883326,6
5000000,19.121,8203235,101.0,7.5,3349,2004,9,7368500,12089107,8
16000000,12.97,5367030,99.0,6.6,403,2007,9,21513600,7216508,7
90000000,19.619,250649836,132.0,6.9,2484,1998,11,152019000,423372637,7
45000000,25.218,113916474,100.0,6.2,1399,2000,7,73246500,185421844,6
25000000,13.215,36400360,93.0,6.0,358,1997,2,43215000,62921662,6
9000000,23.965,27105095,100.0,5.7,460,2006,3,12493800,37627292,6
55000000,10.846,11466088,100.0,5.3,126,1997,9,95073000,19820279,5
20000000,17.888,38673750,120.0,7.3,587,2018,12,22110000,42753830,7
85000000,15.958,137298489,130.0,6.3,1640,1993,6,164271000,265343059,6
20000000,15.712,24261569,101.0,6.6,1571,2013,3,23605999,28635929,7
20000000,24.113,46089287,109.0,6.8,3738,2013,7,23605999,54399185,7
25000000,17.66,114977104,115.0,6.8,3229,2010,4,31580000,145239077,7
80000000,24.559,157107755,118.0,6.7,4307,2010,11,101056000,198458516,7
140000000,25.255,285444603,127.0,6.6,1664,1998,10,236474000,482144478,7
75600000,16.557,12506188,83.0,5.1,384,2006,11,104947920,17361090,5
47000000,18.703,10539000,81.0,4.7,909,2010,6,59370400,13312864,5
50000000,25.2,40828540,95.0,5.7,1553,2009,3,62944999,51399049,6
85000000,17.601,162242962,146.0,7.6,1892,2005,6,121992000,232851099,8
75000000,13.45,13596911,95.0,6.2,630,2001,7,118080000,21406976,6
30000000,21.201,55583804,107.0,5.5,1025,2010,2,37896000,70213461,6
9000000,20.658,78988148,138.0,7.5,4127,2016,11,10289700,90307149,8
22000000,16.86,11942780,129.0,6.3,755,2017,11,24838000,13483398,6
30000000,17.194,45867333,99.0,5.7,723,2002,7,45933000,70227473,6
10500000,15.457,27397655,93.0,5.8,1570,2017,6,11854500,30931952,6
28000000,18.193,47053625,99.0,4.8,363,2000,12,45575600,76589185,5
72000000,14.189,27642707,131.0,7.1,732,2001,10,113356800,43520677,7
2800000,23.391,26000000,131.0,8.1,1817,2003,2,4219880,39184600,8
55000000,20.142,187361754,94.0,5.9,2022,2011,6,68354000,232853187,6
70000000,12.689,177841558,105.0,6.4,724,1999,9,116431000,295803863,6
14800000,15.696,117813057,115.0,6.2,1345,2015,1,16954880,134966638,6
19000000,21.689,35300645,80.0,6.2,862,2007,4,25547400,47465247,6
10000000,16.638,10827810,89.0,7.4,1875,1999,2,16633000,18009896,7
100000000,13.186,35168966,138.0,6.4,587,2002,7,153110000,53847203,6
40000000,18.635,285176741,119.0,6.4,3130,2005,7,57408000,409285658,6
28000000,25.019,27139524,96.0,6.1,2101,2015,8,32076800,31091038,6
5000000,18.689,5879736,119.0,8.0,4544,2016,2,5716500,6722302,8
7000000,14.931,47405566,112.0,6.9,628,2009,12,8812300,59678867,7
19500000,15.186,34854990,111.0,6.4,938,2015,10,22339200,39929876,6
20000000,16.181,24145613,116.0,6.7,1382,2010,1,25264000,30500738,7
17000000,19.928,65535067,88.0,5.9,886,1999,10,28276100,109004476,6
29000000,17.177,98185582,102.0,6.3,1410,2003,11,43705900,147975490,6
15000000,15.682,59209,95.0,5.9,1051,2014,2,17448000,68871,6
40000000,19.177,190212113,98.0,6.3,2024,2003,12,60284000,286668675,6
30000000,13.675,35294470,109.0,6.1,644,2005,1,43056000,50654623,6
50000000,18.624,110206216,134.0,7.2,3104,2011,9,62139999,136964285,7
75000000,20.922,260696994,91.0,6.3,3220,2005,10,107640000,374152325,6
35000000,15.668,40263020,112.0,6.4,559,1999,12,58215500,66969481,6
25000000,15.37,2000000,93.0,6.1,490,2008,9,32682499,2614600,6
9500000,13.617,14560247,124.0,7.1,904,1990,8,20782200,31851996,7
120000000,20.917,259175788,106.0,5.5,2146,2003,6,180852000,390603830,6
40000000,11.929,413844,111.0,6.1,171,2017,10,45160000,467229,6
57000000,13.916,115267375,103.0,6.5,1361,1996,5,101420100,205095240,6
32000000,19.363,113019290,124.0,7.4,1893,2008,2,41833600,147750117,7
25000000,16.866,153997819,99.0,6.3,1594,2014,7,29080000,179130263,6
