BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,TAGLINE,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
2000000,22.571,10312540,6.5,4373,"If it's in a word, or it's in a look, you can't get rid of the Babadook.",2014,5,2326400,11995546,6
90000000,19.315,113493481,5.6,1515,"In the future, one man is the law.",1995,6,164628000,207602275,6
73000000,13.514,103891409,6.1,785,Believe everything except your eyes.,1998,7,123304300,175482978,6
30000000,14.062,22211426,5.8,726,Mankind has an expiration date.,2008,3,39219000,29036997,6
25000000,27.67,230698791,8.0,6231,"Meet the women you don't know, behind the mission you do.",2016,10,28582500,263757927,8
100000000,26.257,384335608,6.1,3568,WARNING: May Cause Toe-Tapping.,2006,11,138820000,533534691,6
38000000,19.814,5410749,4.4,185,Anything Can Happen When You're In ... Virgin Territory,2007,12,51094800,7275293,4
38000000,17.712,119723358,5.6,1482,Little Spies. Big Attitudes.,2002,7,58181800,183308433,6
60000000,25.363,214034224,7.4,6562,He was the perfect weapon until he became the target.,2002,6,91866000,327707800,7
20000000,15.804,16974459,6.5,672,Protect what's yours.,2007,8,26892000,22823857,6
8000000,16.753,18564467,5.4,406,This summer. Evil gets raw.,2006,5,11105600,25771193,5
55000000,26.856,259207227,7.1,2384,Please look after this bear. Thank you,2014,11,63976000,301509846,7
90000000,25.201,232617430,7.3,4861,Evil shall with evil be expelled.,2011,12,111851999,289096942,7
32000000,23.468,31882724,6.8,2332,All roads lead here,2018,4,35376000,35246351,7
55000000,26.851,95000000,7.6,4795,Out here survival is everything.,2013,10,64916499,112128499,8
20000000,23.149,32204030,5.9,1259,Take no prisoners.,2012,12,24094000,38796194,6
7700000,22.517,41036181,5.5,788,Death is only the beginning.,2018,11,8512350,45365498,6
3500000,19.442,5231128,6.8,300,"We stand, today, on the edge of a new frontier...",2008,2,4575550,6838653,7
7000000,18.044,48126384,7.3,2166,Every moment of your life they stand watch,2012,9,8432900,57977854,7
31000000,18.694,104384188,6.3,2629,What could go wrong?,2015,7,35513600,119582525,6
100000000,17.488,108103450,6.7,740,Unbridled. Unbroken. Unbeaten.,2004,4,147370000,159312054,7
35000000,20.04,22126842,5.6,941,Leave no loose ends,2014,3,40712000,25737942,6
15000000,22.033,94000000,7.5,2442,Believe in angels.,1994,11,28155000,176438000,8
15000000,22.187,78054825,7.6,8606,Get In. Get Out. Get Away,2011,6,18642000,97006536,8
60000000,21.054,30418560,5.5,2044,Sophistication Has a Name.,2015,1,68736000,34847502,6
115000000,20.987,274703340,5.9,4512,Born into Wealth. Groomed by the Elite. Trained for Combat.,2001,11,181056000,432492938,6
43000000,23.132,158674180,6.6,2950,Action's never been so hot!,2013,6,50752899,187283134,7
8000000,18.376,39187783,7.1,2674,It takes a pair to beat the odds,2011,9,9942400,48702576,7
30000000,18.272,136706683,7.6,1700,History is written by the winners.,2000,9,48831000,222517467,8
60000000,15.025,118338361,6.4,723,It's a plunderful life,2012,12,72282000,142562223,6
60000000,24.523,163403799,5.2,2247,We've Sensed It. We've Seen The Signs. Now... It's Happening.,2008,11,78438000,213617786,5
40000000,24.776,141591324,6.1,1533,Because someone is dead doesn't mean they're gone.,2003,11,60284000,213392284,6
125000000,28.221,767820459,6.7,6566,Seek the truth,2006,5,173525000,1065888361,7
25000000,17.524,91036760,6.0,724,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",2000,3,40692500,148180534,6
66000000,19.266,57777106,6.3,1414,May the best man live.,2011,9,82024800,71805387,6
30000000,19.662,173959438,5.8,1567,This FBI agent is going undercover... and he's concealing more than a weapon.,2000,5,48831000,283153777,6
10000000,20.283,11817275,4.3,1231,Can you see him?,2018,10,11055000,13063997,4
28000000,13.515,1749201,5.9,434,Life can change at the turn of a page.,2013,9,33048399,2064581,6
40000000,19.67,138259062,5.7,1080,The momma of all comedies is back.,2006,1,55528000,191931229,6
80000000,16.267,81126522,6.3,1003,Some secrets take us to the edge.,2010,1,101056000,102479022,6
110000000,20.003,303144152,6.9,9768,There is a reason they woke up.,2016,12,125763000,346584708,7
75000000,15.26,152930623,6.0,2016,Ordinary guys. An extraordinary robbery.,2011,2,93210000,190062178,6
32000000,15.208,54674226,6.7,2178,Nothing stands still.,2011,5,39769600,67949128,7
14500000,17.255,147298761,6.8,3527,My only love sprung from my only hate.,1996,1,25799850,262088685,7
40000000,19.016,44922302,6.6,891,Legends never die,2017,12,45160000,50717278,7
20000000,21.273,6348889,6.9,1473,Give your soul to the dance.,2018,11,22110000,7018696,7
3500000,22.754,25174316,6.2,1229,Once you have been chosen. You belong to them.,2013,2,4131049,29713245,6
20000000,16.954,187000000,8.0,8319,The extraordinary true story of Solomon Northup,2013,10,23605999,220716099,8
26000000,18.949,65705772,7.3,997,Desire. Defy. Escape.,1998,7,43916600,110983619,7
40000000,16.498,55707411,7.2,1142,"When someone does you a big favor, don't pay it back... Pay It Forward",2000,10,65108000,90674952,7
50000000,22.998,260095986,6.7,4821,It Arrives.,2011,8,62139999,323247291,7
5000000,19.252,98450062,6.2,3215,No one loves you like your grandparents.,2015,10,5728000,112784391,6
30000000,16.249,5186767,5.9,1288,Ask not why you were imprisoned. Ask why you were set free.,2013,11,35409000,6121941,6
8000000,14.894,29010817,5.7,286,She's an executive on the move. But her career is taking her a little farther than she expected.,2009,1,10071200,36521717,6
80000000,24.691,116643346,6.0,1632,You're either S.W.A.T. or you're not.,2003,8,120568000,175793186,6
60000000,18.946,82150183,6.1,1487,Fight Fire With Fire,2002,12,91866000,125780145,6
35000000,27.952,46216641,5.9,2232,"To get away clean, you have to play dirty.",2013,1,41310500,54549501,6
13000000,18.447,75511123,6.6,241,He will challenge their traditions. Their traditions will change his life.,2007,5,17479800,101532255,7
50000000,20.746,160602194,6.0,1470,There is no calm before the storm,2014,6,58160000,186812472,6
18000000,17.745,7972967,6.7,176,Experience Metallica like never before,2013,9,21245400,9410492,7
30000000,18.992,54819301,5.2,295,Just Say Moe.,2012,4,36141000,66040811,5
7000000,19.738,25405445,6.9,1866,"When the smoke clears, it just means he's reloading.",1995,8,12804400,46471639,7
75000000,18.989,98159963,5.9,1648,Perfect wife. Perfect target.,2010,4,94740000,123995665,6
50000000,14.492,25035950,6.6,983,Based on the incredible true story.,2016,6,57165000,28623601,7
65000000,25.182,117487473,6.8,2074,He Will Rock You,2001,11,102336000,184972277,7
60000000,19.23,74208267,5.7,1140,Earth has a deadline.,2003,3,90426000,111839279,6
7400000,16.99,26667197,5.2,911,Don't think it. Don't say it.,2017,12,8354600,30107265,5
65000000,20.87,261317921,7.2,3689,"They stole his mind, now he wants it back.",1990,1,142194000,571659083,7
55000000,26.535,351839303,6.7,6998,Everyone is a suspect,2017,3,62095000,397226573,7
109000000,21.47,133818283,5.2,1040,Don't mess with the hat.,2003,11,164273900,201677534,5
20000000,27.787,4636169,5.6,432,Revenge has its own set of rules.,2012,8,24094000,5585192,6
60000000,18.725,170268750,5.8,1561,They're the man.,2004,5,88422000,250925056,6
55000000,20.474,56932305,6.3,1682,The old west meets the far east.,2000,5,89523500,92668712,6
2000000,16.041,2115765,7.2,157,Music runs in the family.,2018,8,2211000,2338978,7
10000000,19.473,47709193,6.0,1029,There are four kinds of alien encounters. The fourth kind is abduction.,2009,6,12589000,60061103,6
45000000,20.871,104876233,7.4,3713,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",2001,5,70848000,165117141,7
20000000,15.721,39667665,6.5,1617,She's having the time of someone else's life.,2011,1,24855999,49298974,6
25000000,16.482,48333932,5.5,388,Peek-A-Boo.,2017,10,28225000,54569009,6
3000000,22.47,177512032,5.8,1683,In 2009 you demanded it. Nothing can prepare you for what's next.,2010,10,3789600,224233198,6
150000000,25.068,215283742,6.0,3656,It's The Coolest Job Ever.,2010,7,189480000,271946422,6
35000000,15.965,99423521,4.5,926,The fight to save the world is on!,1994,12,65695000,186617948,4
60000000,21.966,164648142,5.9,1556,Bigger. Smarter. Faster. Meaner.,1999,7,99798000,273859254,6
50000000,23.672,212902372,5.8,3452,Be careful what you wish for...,2014,12,58160000,247648039,6
40000000,22.421,196781193,6.4,2708,The oddest friends are about to get even,2014,4,46528000,228895883,6
10000005,18.216,42776760,6.9,1308,Get ready to kick some grass!,2001,12,15744007,67347730,7
15000000,23.215,40283321,6.4,1158,Take me to your teacher.,1998,12,25336500,68042557,6
35000000,17.923,27979040,5.9,1624,Behind every hero is an embarrassing sibling,2016,2,40015500,31988436,6
200000000,25.408,783766341,7.1,10061,There's a hero in all of us.,2004,6,294740000,1155036456,7
12000000,15.652,15826984,5.2,572,Who says the good guy has to be a guy?,1994,7,22524000,29707248,5
12000000,19.967,101332962,6.5,491,Unlock the mystery,2014,4,13958400,117870501,6
10000000,17.211,11555430,7.4,566,He's got a secret weapon with a lot of kick.,1994,3,18770000,21689542,7
45000000,24.464,76014335,6.2,2571,Get ready for a killer race.,2008,8,58828499,99373540,6
60000000,22.71,58072119,5.1,1399,No one gets out alive.,2005,10,86112000,83345105,5
175000000,27.597,264218220,6.1,2407,Beyond the horizon lies the secret to a new beginning.,1995,7,320110000,483307968,6
60000000,27.566,165333180,5.5,2173,Warrior. Legend. King.,2002,4,91866000,253141631,6
3500000,19.215,4100000,7.1,2049,What are you hungry for?,2016,11,4001550,4687530,7
25000000,16.695,30700000,5.6,320,All men aren't created Evil.,2008,9,32682499,40134110,6
120000000,15.949,169956806,5.7,1669,A Little Goes A Long Way,2002,7,183732000,260220865,6
60720000,18.706,553810228,6.3,176,"Half Fish, Half Human, 100% Assassin",2016,8,69421176,633171233,6
57000000,24.196,152944660,7.4,3736,Evil has its winning ways.,1997,10,98530200,264380139,7
35000000,20.695,182968902,6.5,2627,For the honor of a king. And the destiny of a country. All for one.,1998,12,59118500,309052772,6
13000000,21.452,96060858,7.5,4997,"Such minor changes, such huge consequences.",2004,1,19158100,141564886,8
70000000,19.451,195735876,5.8,1944,Evil breeds pain.,2007,5,94122000,263186458,6
25000000,16.95,64437847,6.8,717,Kiss Fear Goodbye,2001,6,39360000,101450946,7
10000000,27.436,225933435,8.1,7831,"Some people can never believe in themselves, until someone believes in them.",1997,5,17286000,390548535,8
30000000,14.19,13414416,6.1,312,It was the perfect plan until she refused to be the perfect victim!,2002,9,45933000,20538812,6
22000000,16.445,34061097,6.1,236,There's only one team this summer.,2013,7,25966599,40202312,6
75000000,18.59,142400065,6.1,2033,The original caped crusader is back!,2005,10,107640000,204372573,6
30000000,14.942,25480490,5.9,569,"For thousands of years, man has been evolution's greatest creation... until now.",1997,8,51858000,44045575,6
33000000,23.194,20645327,6.5,1552,Don't fear the end of the world. Fear what happens next.,2009,8,41543700,25990402,6
50000000,26.295,41037742,6.7,3445,Judgement is coming,2012,7,60235000,49438167,7
10000000,21.199,78096553,5.3,954,You can't save them. All you can do is watch.,2015,10,11456000,89467411,5
70000000,19.643,223241637,6.6,4525,One Word Can Change Everything.,2008,9,91511000,291843792,7
50000000,17.389,38502340,6.0,905,"Once upon a time, there were two little girls who lived in a house.",2011,9,62139999,47850708,6
7500000,18.686,231411584,7.0,5214,A comedy about growing up… and the bumps along the way.,2007,5,10084500,311156015,7
65000000,24.437,211780824,6.3,3830,Leave Your Comfort Zone,2010,4,82108000,267521536,6
6000000,14.886,17555141,7.3,669,Take up your sword.,2010,9,7579200,22175654,7
55000000,18.884,127906624,6.5,1059,The battle for eternity is the fantasy of a lifetime.,2008,4,71901500,167212329,6
150000000,19.284,356613439,6.7,4886,The holiest event of our time. Perfect for their return.,2009,5,188835000,448940658,7
40000000,20.681,244931766,7.1,4425,Love actually is all around.,2003,7,60284000,369136664,7
60000000,14.933,62357900,4.9,1243,Meet your ancestors,2009,6,75534000,78502360,5
15000000,14.626,151831537,6.0,1128,Real people. Real reactions. Real messed up.,2013,10,17704500,179206763,6
42000000,17.446,40462793,4.4,455,Holmies,2018,12,46431000,44731617,4
5000000,17.173,8493728,4.2,643,Twice the Teeth. Twice the Terror.,2012,11,6023500,10232394,4
44500000,18.828,232324128,7.3,6087,The movie was fake. The mission was real.,2012,11,53609150,279880877,7
25000000,27.276,132963417,6.6,2861,The only demons in room 1408 are those within you.,2007,6,33615000,178782610,7
55000000,18.922,214015089,6.3,715,Sex Is Power.,1994,10,103235000,401706322,6
65000000,20.833,143695338,6.3,1631,Some secrets are too big to keep.,2016,10,74314500,164286879,6
60000000,19.324,78309131,5.7,1524,The War is Eternal. His Mission is Just the Beginning.,2011,5,74568000,97322588,6
60000000,23.652,76073488,7.1,2200,The Untold True Story That Changed The Course Of History,2018,12,66329999,84099240,7
30000000,20.327,14793385,7.1,1844,What's your favorite thing about Earth?,2017,1,33870000,16701731,7
75000000,26.526,220021259,6.0,4728,His greatest challenge. Humanity's last hope.,2016,10,85747500,251550305,6
160000000,18.366,181674817,5.8,1384,Mayday,2006,10,222112000,252200980,6
35000000,18.628,43203413,5.1,1570,"Soon the first snow will come, and then he will kill again.",2017,12,39515000,48776653,5
8000000,12.162,6739141,6.0,388,Welcome to the future where punishment is the ultimate crime,1992,9,15928800,13418303,6
5000000,16.817,55736588,7.9,6143,Sometimes it takes a hustler to change the world,2013,11,5901499,65785894,8
200000000,21.366,491868548,5.9,5437,"In Oz, nothing is what it seems",2013,7,236059999,580552447,6
30000000,27.17,59284015,7.1,2454,Deal with her.,2017,1,33870000,66931652,7
19000000,17.463,29922472,6.9,1393,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,2010,8,24000800,37798066,7
80000000,19.907,91188905,5.3,874,Some houses are born bad.,1999,7,133064000,151674505,5
75000000,23.357,180557550,6.8,3201,"If you think it's just a feeling, go back... and look again.",2006,11,104115000,250649990,7
25000000,20.157,229736344,6.3,1913,Disaster is just a small step away.,2007,3,33615000,308903488,6
40000000,27.107,51070807,6.4,2148,Someone has to fix the problems.,2011,1,49711999,63470798,6
14000000,14.408,85446075,6.0,1113,Fear The Demon That Doesn't Fear God,2012,8,16865800,102936886,6
50000000,15.903,202292902,7.3,2247,Laughter is contagious,1998,12,84455000,341692940,7
185000000,170.036,491570967,7.3,3709,Go beyond the fairy tale,2019,10,199652000,530503387,7
175000000,173.184,1073394593,7.6,6125,Get Ready to Hit the Road,2019,6,188860000,1158407444,8
185000000,186.93,261119292,6.5,2866,Welcome to the day after judgement day,2019,10,199652000,281799939,6
80000000,146.042,155152550,7.0,1809,They still have their secrets.,2019,5,86336000,167440631,7
65000000,137.549,131359052,7.1,864,Frenemies Unite,2019,2,70148000,141762688,7
80000000,119.947,40882928,6.4,1621,7 miles below the ocean surface something has awakened,2020,8,84800000,43335903,6
170000000,117.544,404852543,7.1,5779,An angel falls. A warrior rises.,2019,1,183464000,436916864,7
110000000,79.78,252608480,6.0,2911,The universe is expanding,2019,12,118712000,272615071,6
220000000,87.14,1519557910,7.7,23276,Some assembly required.,2012,4,265034000,1830611414,8
